0.999,0.0,0.001,0.0
0.99835,0.00065,0.001,0.0
0.9979,0.0011,0.0008,0.0002
0.99725,0.0015,0.00105,0.0002
0.9962,0.00235,0.0011,0.00035
0.99515,0.00295,0.0015,0.0004
0.99385,0.0035,0.0021,0.00055
0.9917,0.00505,0.0025,0.00075
0.9898,0.00595,0.00325,0.001
0.9869,0.0073,0.00465,0.00115
0.9831,0.00975,0.00555,0.0016
0.97865,0.01255,0.0065,0.0023
0.9738,0.01485,0.0085,0.00285
0.968,0.01765,0.01025,0.0041
0.961,0.022,0.0112,0.0058
0.95255,0.02625,0.0144,0.0068
0.942,0.0322,0.01755,0.00825
0.92835,0.0398,0.0216,0.01025
0.9116,0.0491,0.02635,0.01295
0.89315,0.05875,0.03245,0.01565
0.87175,0.06805,0.0414,0.0188
0.8449,0.08235,0.0503,0.02245
0.8121,0.09955,0.0618,0.02655
0.7717,0.1216,0.07465,0.03205
0.72825,0.14185,0.09085,0.03905
0.6766,0.16535,0.11,0.04805
0.62075,0.18885,0.1313,0.0591
0.56065,0.2125,0.15505,0.0718
0.4974,0.2306,0.1854,0.0866
0.4287,0.2523,0.212,0.107
0.36165,0.2689,0.2395,0.12995
0.30075,0.27415,0.2706,0.1545
0.24475,0.26805,0.3057,0.1815
0.1943,0.25875,0.33375,0.2132
0.15145,0.24515,0.35355,0.24985
0.1159,0.2254,0.36805,0.29065
0.08895,0.203,0.37825,0.3298
0.06595,0.17605,0.383,0.375
0.0494,0.15055,0.3821,0.41795
0.03775,0.12625,0.3729,0.4631
0.0288,0.10445,0.3603,0.50645
0.0231,0.0877,0.3394,0.5498
0.02005,0.0689,0.32195,0.5891
0.01795,0.05345,0.30305,0.62555
0.0163,0.0442,0.2748,0.6647
0.01485,0.03645,0.2505,0.6982
0.0139,0.03065,0.2282,0.72725
0.0142,0.02455,0.20655,0.7547
0.01435,0.01965,0.1866,0.7794
0.0157,0.0168,0.16655,0.80095
0.01695,0.0139,0.15165,0.8175
0.0177,0.0121,0.1346,0.8356
0.0185,0.0096,0.12035,0.85155
0.0201,0.0084,0.10825,0.86325
0.02125,0.00815,0.09715,0.87345
0.02285,0.0078,0.0848,0.88455
0.02405,0.00715,0.0738,0.895
0.0255,0.00715,0.0664,0.90095
0.0276,0.0067,0.0589,0.9068
0.02845,0.00615,0.05215,0.91325
0.03045,0.0056,0.04725,0.9167
0.033,0.0051,0.0418,0.9201
0.0356,0.0052,0.038,0.9212
0.0377,0.0047,0.03395,0.92365
0.0401,0.0044,0.0302,0.9253
0.043,0.00365,0.0264,0.92695
0.04575,0.00365,0.02315,0.92745
0.0483,0.00385,0.02,0.92785
0.05105,0.0041,0.0173,0.92755
0.05435,0.0036,0.0155,0.92655
0.05655,0.0037,0.01415,0.9256
0.0593,0.0031,0.0134,0.9242
0.062,0.0029,0.0125,0.9226
0.06535,0.00265,0.0114,0.9206
0.068,0.0024,0.01035,0.91925
0.071,0.0023,0.00985,0.91685
0.07315,0.00255,0.0087,0.9156
0.076,0.00245,0.0079,0.91365
0.07845,0.00245,0.0073,0.9118
0.08145,0.0023,0.00665,0.9096
0.0845,0.00245,0.00605,0.907
0.088,0.00235,0.0053,0.90435
0.09055,0.0019,0.0054,0.90215
0.09275,0.00185,0.0054,0.9
0.0962,0.0016,0.00515,0.89705
0.0988,0.0015,0.00505,0.89465
0.1014,0.00155,0.0046,0.89245
0.1049,0.00155,0.0044,0.88915
0.1072,0.00165,0.0039,0.88725
0.1098,0.00145,0.0039,0.88485
0.1123,0.0011,0.00365,0.88295
0.1148,0.00115,0.00345,0.8806
0.1175,0.00115,0.00315,0.8782
0.12075,0.00115,0.00315,0.87495
0.12255,0.0011,0.00315,0.8732
0.12475,0.0009,0.00325,0.8711
0.1272,0.00115,0.00295,0.8687
0.1298,0.00135,0.00285,0.866
0.13195,0.00135,0.0026,0.8641
0.13425,0.0013,0.00275,0.8617
0.1372,0.0013,0.00265,0.85885
0.13935,0.0012,0.00275,0.8567
0.14225,0.00115,0.00265,0.85395
0.14425,0.0011,0.00275,0.8519
0.1466,0.00105,0.0026,0.84975
0.1488,0.00125,0.00225,0.8477
0.151,0.00145,0.002,0.84555
0.1529,0.00135,0.0021,0.84365
0.1554,0.00115,0.00225,0.8412
0.1575,0.001,0.00215,0.83935
0.16,0.00105,0.00195,0.837
0.1622,0.00115,0.00185,0.8348
0.16455,0.00115,0.00175,0.83255
0.16705,0.00095,0.002,0.83
0.1694,0.0009,0.00195,0.82775
0.1717,0.00085,0.002,0.82545
0.17395,0.0007,0.00185,0.8235
0.17675,0.00085,0.00175,0.82065
0.17875,0.00115,0.0015,0.8186
0.1802,0.0012,0.0017,0.8169
0.18275,0.0012,0.00175,0.8143
0.185,0.0011,0.0018,0.8121
0.1871,0.00135,0.00175,0.8098
0.18985,0.00125,0.0018,0.8071
0.19165,0.001,0.002,0.80535
0.19365,0.001,0.002,0.80335
0.19665,0.00095,0.0019,0.8005
0.19935,0.00105,0.00175,0.79785
0.20105,0.00085,0.00185,0.79625
0.2035,0.00075,0.0019,0.79385
0.20575,0.0008,0.00185,0.7916
0.2081,0.001,0.0017,0.7892
0.21065,0.0012,0.00165,0.7865
0.21255,0.00145,0.0016,0.7844
0.2141,0.00175,0.0018,0.78235
0.2161,0.00165,0.0019,0.78035
0.2181,0.00175,0.0019,0.77825
0.21985,0.0014,0.0022,0.77655
0.22165,0.00145,0.00235,0.77455
