0.999,0.0,0.001,0.0
0.99795,0.00105,0.001,0.0
0.9972,0.0018,0.001,0.0
0.9966,0.0021,0.00115,0.00015
0.99615,0.00205,0.0016,0.0002
0.9948,0.003,0.00175,0.00045
0.99305,0.00425,0.0021,0.0006
0.991,0.00565,0.0026,0.00075
0.989,0.00665,0.0034,0.00095
0.9861,0.0079,0.0047,0.0013
0.98265,0.00965,0.0059,0.0018
0.9784,0.01195,0.0075,0.00215
0.9725,0.0155,0.00905,0.00295
0.9656,0.0195,0.0108,0.0041
0.9571,0.0238,0.0142,0.0049
0.94715,0.0295,0.01735,0.006
0.9342,0.0364,0.0215,0.0079
0.91785,0.04645,0.02555,0.01015
0.8992,0.0565,0.0319,0.0124
0.87555,0.0702,0.03955,0.0147
0.84655,0.0865,0.0485,0.01845
0.81325,0.1038,0.0599,0.02305
0.77405,0.12405,0.07275,0.02915
0.7299,0.1438,0.0891,0.0372
0.68035,0.1652,0.10915,0.0453
0.62445,0.18905,0.13085,0.05565
0.56725,0.21,0.15415,0.0686
0.5017,0.23235,0.18295,0.083
0.4336,0.254,0.21085,0.10155
0.36815,0.26795,0.2419,0.122
0.3031,0.2774,0.2732,0.1463
0.244,0.2779,0.3029,0.1752
0.1925,0.2671,0.3312,0.2092
0.15035,0.2486,0.357,0.24405
0.11355,0.22595,0.3767,0.2838
0.0863,0.2012,0.38585,0.32665
0.0639,0.17525,0.3918,0.36905
0.0484,0.15,0.38865,0.41295
0.03685,0.1241,0.3813,0.45775
0.028,0.1028,0.3657,0.5035
0.0224,0.0824,0.3467,0.5485
0.0186,0.0648,0.32675,0.58985
0.01595,0.05265,0.30225,0.62915
0.0152,0.0408,0.27795,0.66605
0.01405,0.03355,0.25515,0.69725
0.013,0.02775,0.2293,0.72995
0.0131,0.0227,0.20695,0.75725
0.0134,0.0183,0.18745,0.78085
0.0142,0.0163,0.1658,0.8037
0.01465,0.0141,0.14785,0.8234
0.01565,0.01195,0.1311,0.8413
0.017,0.0102,0.1175,0.8553
0.0182,0.00875,0.10505,0.868
0.01975,0.00755,0.0942,0.8785
0.02125,0.0071,0.0833,0.88835
0.0234,0.0071,0.07345,0.89605
0.0252,0.0065,0.06585,0.90245
0.0274,0.0059,0.05905,0.90765
0.02895,0.0059,0.05315,0.912
0.03055,0.00575,0.0463,0.9174
0.0316,0.00555,0.04115,0.9217
0.0342,0.00495,0.0367,0.92415
0.03645,0.0045,0.0332,0.92585
0.03855,0.004,0.02985,0.9276
0.04035,0.00435,0.02615,0.92915
0.043,0.00435,0.02285,0.9298
0.04585,0.00395,0.0202,0.93
0.04905,0.0034,0.019,0.92855
0.052,0.003,0.01675,0.92825
0.0547,0.00295,0.01505,0.9273
0.0579,0.0027,0.01385,0.92555
0.06035,0.00295,0.01225,0.92445
0.06335,0.0027,0.0113,0.92265
0.0661,0.0029,0.0101,0.9209
0.0699,0.0026,0.0091,0.9184
0.0718,0.0025,0.0084,0.9173
0.075,0.0026,0.00755,0.91485
0.07765,0.00225,0.0072,0.9129
0.08105,0.002,0.0071,0.90985
0.08425,0.00205,0.00625,0.90745
0.0869,0.0024,0.0051,0.9056
0.0896,0.00225,0.0046,0.90355
0.092,0.00225,0.0045,0.90125
0.09525,0.002,0.00465,0.8981
0.0978,0.00165,0.00485,0.8957
0.10075,0.0017,0.0046,0.89295
0.103,0.0017,0.00415,0.89115
0.10685,0.0017,0.00385,0.8876
0.1095,0.00165,0.0035,0.88535
0.11155,0.0016,0.00325,0.8836
0.1142,0.0018,0.003,0.881
0.11695,0.00175,0.00285,0.87845
0.1199,0.00145,0.0028,0.87585
0.12225,0.0013,0.0028,0.87365
0.125,0.0012,0.00275,0.87105
0.128,0.00125,0.00285,0.8679
0.1305,0.0011,0.00275,0.86565
0.1335,0.0009,0.0029,0.8627
0.13555,0.0009,0.00265,0.8609
0.13805,0.00115,0.00255,0.85825
0.14165,0.0012,0.00205,0.8551
0.1437,0.0015,0.00215,0.85265
0.14655,0.0013,0.00215,0.85
0.1491,0.00145,0.0022,0.84725
0.1518,0.0013,0.0023,0.8446
0.1544,0.0014,0.00235,0.84185
0.15735,0.00155,0.0021,0.839
0.15935,0.00135,0.0025,0.8368
0.16135,0.0013,0.00265,0.8347
0.1641,0.0015,0.00255,0.83185
0.1664,0.0014,0.00245,0.82975
0.16835,0.0013,0.00255,0.8278
0.1706,0.00155,0.00255,0.8253
0.17285,0.00165,0.00245,0.82305
0.1757,0.0017,0.00235,0.82025
0.1777,0.0018,0.0025,0.818
0.17995,0.0017,0.0026,0.81575
0.18165,0.0018,0.0026,0.81395
0.1836,0.00195,0.00265,0.8118
0.1854,0.00185,0.00275,0.81
0.18735,0.00195,0.0028,0.8079
0.189,0.0021,0.003,0.8059
0.1905,0.0019,0.0032,0.8044
0.1924,0.00185,0.0033,0.80245
0.19435,0.00215,0.0033,0.8002
0.1961,0.00235,0.0031,0.79845
0.19775,0.00195,0.0034,0.7969
0.19995,0.002,0.00355,0.7945
0.20185,0.00195,0.0036,0.7926
0.2042,0.0017,0.0036,0.7905
0.20565,0.00185,0.00365,0.78885
0.20765,0.00175,0.0036,0.787
0.2092,0.00195,0.00375,0.7851
0.21035,0.0026,0.0035,0.78355
0.2125,0.0025,0.00355,0.78145
0.21365,0.00245,0.0037,0.7802
0.21505,0.0027,0.00385,0.7784
