0.999,0.0,0.001,0.0
0.9982,0.0008,0.001,0.0
0.99745,0.00155,0.0009,0.0001
0.9971,0.0016,0.00105,0.00025
0.9965,0.00205,0.00105,0.0004
0.99555,0.0029,0.00095,0.0006
0.9948,0.0031,0.0014,0.0007
0.9938,0.0033,0.0019,0.001
0.99245,0.004,0.00235,0.0012
0.9905,0.0053,0.00275,0.00145
0.9885,0.00625,0.0036,0.00165
0.9855,0.0083,0.0041,0.0021
0.98215,0.01035,0.0051,0.0024
0.9789,0.0117,0.0067,0.0027
0.97365,0.0142,0.00865,0.0035
0.96655,0.01895,0.0104,0.0041
0.9587,0.02295,0.0128,0.00555
0.9504,0.0266,0.0159,0.0071
0.9396,0.03195,0.02,0.00845
0.9243,0.0411,0.0239,0.0107
0.9067,0.05195,0.0281,0.01325
0.8874,0.06135,0.03465,0.0166
0.86325,0.07475,0.0424,0.0196
0.83555,0.08835,0.05215,0.02395
0.80385,0.1027,0.06405,0.0294
0.76445,0.12265,0.07715,0.03575
0.7221,0.1417,0.0924,0.0438
0.6713,0.16345,0.111,0.05425
0.6131,0.189,0.13215,0.06575
0.5542,0.2109,0.15725,0.07765
0.49185,0.23145,0.1819,0.0948
0.42425,0.25245,0.21005,0.11325
0.3615,0.2643,0.2392,0.135
0.2991,0.27165,0.2677,0.16155
0.2427,0.27005,0.29845,0.1888
0.1918,0.26095,0.32665,0.2206
0.14695,0.2464,0.3544,0.25225
0.11175,0.2229,0.37465,0.2907
0.08475,0.1966,0.38525,0.3334
0.064,0.1721,0.38705,0.37685
0.04775,0.1465,0.38395,0.4218
0.0361,0.1205,0.37765,0.46575
0.02855,0.0976,0.36365,0.5102
0.0223,0.08055,0.34325,0.5539
0.0189,0.0672,0.31715,0.59675
0.0168,0.0519,0.29575,0.63555
0.01575,0.0405,0.27335,0.6704
0.0143,0.0337,0.24755,0.70445
0.0133,0.02815,0.2247,0.73385
0.0138,0.02215,0.20295,0.7611
0.01365,0.01805,0.18465,0.78365
0.014,0.0151,0.1668,0.8041
0.01395,0.0124,0.1495,0.82415
0.01575,0.01015,0.1345,0.8396
0.0169,0.009,0.12055,0.85355
0.01835,0.00735,0.10845,0.86585
0.02015,0.00615,0.0957,0.878
0.02135,0.0057,0.0842,0.88875
0.02265,0.00565,0.0745,0.8972
0.02455,0.0056,0.06535,0.9045
0.0263,0.0052,0.058,0.9105
0.0288,0.0049,0.05105,0.91525
0.03045,0.00525,0.04565,0.91865
0.03175,0.00505,0.04075,0.92245
0.0336,0.00515,0.03635,0.9249
0.0365,0.00475,0.03255,0.9262
0.03895,0.004,0.02905,0.928
0.0422,0.00355,0.0262,0.92805
0.04445,0.00315,0.02395,0.92845
0.04675,0.00335,0.0219,0.928
0.0491,0.00295,0.0206,0.92735
0.0522,0.003,0.0184,0.9264
0.0541,0.00305,0.0166,0.92625
0.0562,0.00335,0.01415,0.9263
0.05885,0.00315,0.0128,0.9252
0.06115,0.003,0.0116,0.92425
0.06385,0.0029,0.0104,0.92285
0.066,0.00275,0.01015,0.9211
0.0691,0.00235,0.0095,0.91905
0.07165,0.0026,0.00845,0.9173
0.0753,0.00235,0.00825,0.9141
0.0784,0.00235,0.0078,0.91145
0.08085,0.0024,0.00735,0.9094
0.08325,0.0022,0.00685,0.9077
0.08615,0.00225,0.00635,0.90525
0.0892,0.0023,0.0054,0.9031
0.0926,0.0021,0.00515,0.90015
0.0959,0.0023,0.00475,0.89705
0.09875,0.0021,0.00475,0.8944
0.1018,0.00185,0.0045,0.89185
0.10505,0.00175,0.00435,0.88885
0.1081,0.0018,0.0038,0.8863
0.11025,0.0016,0.0038,0.88435
0.11345,0.0015,0.00355,0.8815
0.1166,0.00155,0.00355,0.8783
0.11955,0.00135,0.00355,0.87555
0.1217,0.0013,0.0034,0.8736
0.1239,0.00155,0.00305,0.8715
0.1262,0.00155,0.00305,0.8692
0.1286,0.00105,0.00315,0.8672
0.1307,0.00105,0.00325,0.865
0.13345,0.0012,0.00285,0.8625
0.13585,0.0012,0.0026,0.86035
0.1381,0.001,0.0026,0.8583
0.1407,0.0009,0.00255,0.85585
0.1432,0.001,0.00225,0.85355
0.14565,0.00105,0.0021,0.8512
0.148,0.00125,0.00175,0.849
0.15005,0.0011,0.00185,0.847
0.1522,0.00095,0.002,0.84485
0.1546,0.00095,0.0021,0.84235
0.15745,0.00085,0.002,0.8397
0.1599,0.00095,0.0018,0.83735
0.1622,0.00115,0.00185,0.8348
0.1646,0.0013,0.00185,0.83225
0.1672,0.001,0.002,0.8298
0.16975,0.0012,0.002,0.82705
0.17255,0.0011,0.002,0.82435
0.1755,0.00095,0.00175,0.8218
0.17755,0.001,0.00165,0.8198
0.1797,0.001,0.00155,0.81775
0.18175,0.0009,0.0015,0.81585
0.18415,0.0008,0.0014,0.81365
0.186,0.0007,0.0015,0.8118
0.18815,0.00065,0.0015,0.8097
0.18995,0.0008,0.0015,0.80775
0.1922,0.00085,0.0012,0.80575
0.19445,0.0008,0.0012,0.80355
0.19715,0.0006,0.0015,0.80075
0.1998,0.00085,0.0014,0.79795
0.20185,0.0007,0.00145,0.796
0.20415,0.00065,0.0014,0.7938
0.20665,0.0007,0.0014,0.79125
0.209,0.00095,0.00125,0.7888
0.21185,0.0009,0.0013,0.78595
0.21395,0.0007,0.0015,0.78385
0.21595,0.00075,0.0014,0.7819
0.2181,0.0008,0.0012,0.7799
0.22025,0.00045,0.00155,0.77775
0.2224,0.0008,0.0013,0.7755
0.22445,0.0008,0.0012,0.77355
0.2261,0.0007,0.00115,0.77205
0.2286,0.00075,0.00105,0.7696
0.2307,0.00095,0.00085,0.7675
0.23285,0.0008,0.001,0.76535
0.23445,0.00085,0.0011,0.7636
0.23665,0.00085,0.0012,0.7613
0.23825,0.00065,0.0015,0.7596
0.24035,0.00075,0.0015,0.7574
0.24235,0.00085,0.00165,0.75515
0.2446,0.0008,0.00165,0.75295
0.24655,0.00065,0.0016,0.7512
0.24815,0.0005,0.0017,0.74965
0.25015,0.0007,0.0018,0.74735
0.2523,0.00095,0.0017,0.74505
0.2539,0.0014,0.0016,0.7431
0.2557,0.00165,0.0015,0.74115
0.2572,0.00185,0.00165,0.7393
0.25925,0.00175,0.00195,0.73705
0.2607,0.00175,0.002,0.73555
0.2628,0.00185,0.00205,0.7333
0.26495,0.00165,0.0021,0.7313
0.2668,0.00165,0.0023,0.72925
0.2683,0.00165,0.0025,0.72755
0.2702,0.0019,0.00255,0.72535
0.27175,0.0019,0.00245,0.7239
0.2733,0.0021,0.00245,0.72215
0.27475,0.00195,0.00285,0.72045
0.27545,0.00215,0.0032,0.7192
0.2773,0.00255,0.00325,0.7169
0.2787,0.0028,0.00325,0.71525
0.2796,0.0033,0.00325,0.71385
0.28085,0.0035,0.0034,0.71225
0.28205,0.00365,0.0037,0.7106
0.28265,0.00385,0.004,0.7095
0.2841,0.0039,0.0043,0.7077
0.28565,0.0037,0.005,0.70565
0.2869,0.00405,0.0053,0.70375
0.28825,0.0044,0.00535,0.702
0.2892,0.00475,0.00565,0.7004
0.2903,0.0049,0.00625,0.69855
0.29135,0.00525,0.0065,0.6969
0.2913,0.00545,0.00725,0.696
0.291,0.00645,0.00755,0.695
0.29105,0.00715,0.00785,0.69395
0.2921,0.00675,0.00885,0.6923
